SK_ID_CURR,TARGET
100001,0.03661688630541137
100005,0.12750788859300236
100013,0.02570754601891803
100028,0.03954082898931586
100038,0.1394577027780794
100042,0.05039828329977522
100057,0.006135563401967207
100065,0.029864142339055426
100066,0.008133151157850144
100067,0.08626157860559847
100074,0.0594803160778277
100090,0.027033303960299716
100091,0.15862590210446575
100092,0.05537522577988277
100106,0.04478642913142122
100107,0.1980121914274648
100109,0.031082723483043168
100117,0.020290028978526466
100128,0.08842003620407238
100141,0.029149842137972264
100150,0.02571771320828725
100168,0.00925166564819977
100169,0.03585286508381652
100170,0.23179919212994773
100171,0.07383990775017443
100172,0.08892968547502707
100184,0.08646623476418044
100187,0.06489401830684238
100212,0.021079172988228992
100222,0.05421330496352623
100223,0.026001405368886135
100232,0.0090178124626154
100241,0.12482499692247871
100245,0.026151494952044663
100253,0.020822304436445734
100256,0.054133726013742216
100271,0.010553749559752407
100278,0.48048943003813627
100280,0.008538497918547223
100306,0.2234334883090857
100311,0.06864566187119098
100312,0.019956809171370195
100330,0.15542314491177886
100331,0.02121542337880375
100352,0.15696382558001776
100358,0.08584366595988947
100367,0.014609277962754673
100382,0.12110375223353143
100384,0.15848146982586345
100385,0.06715416999960841
100386,0.03997745710627679
100399,0.03325361321402595
100404,0.027063355736268065
100416,0.012274569633044508
100422,0.02165139520363918
100426,0.02513007830170369
100438,0.024416690303165213
100444,0.13402152249310803
100445,0.14008674092696602
100446,0.06724319503478206
100447,0.020381779739969668
100450,0.17610243804230488
100466,0.01665529403916579
100483,0.015901730916689394
100484,0.02548195668883016
100494,0.041228895147007616
100510,0.11102768855347234
100512,0.010237421635950539
100517,0.03026185816304331
100548,0.019539740305334438
100551,0.0496846372185875
100552,0.0874136429830965
100553,0.01547946895041959
100561,0.11362094260303582
100568,0.37292693556778195
100569,0.014927553249957893
100591,0.11562976104111071
100592,0.021919198122043116
100602,0.02497269307773537
100607,0.0548538540266153
100613,0.06985517851721604
100617,0.07961973555279143
100618,0.10006139308896313
100622,0.06116370026872117
100625,0.07190715242032915
100677,0.1142797365846018
100699,0.03484626621171115
100702,0.32716283896208714
100711,0.028165940061701505
100729,0.10972995918243625
100740,0.22546288731884795
100744,0.1158309318052641
100745,0.03717556157696305
100747,0.07489956798123376
100751,0.41555560387074364
100752,0.027094857663733162
100753,0.1648842568195323
100754,0.25791079660851
100760,0.044896446051042316
100762,0.08260145182544898
100763,0.02743865961251641
100765,0.017521758056151707
100770,0.0842849248700597
100772,0.029722013570860795
100777,0.020635602356835273
100791,0.01444132474640652
100792,0.008675004771856802
100797,0.030364542910526128
100823,0.029686623907903813
100826,0.02372144126584294
100830,0.035329919847771916
100836,0.16322554605278558
100872,0.07196682252711592
100910,0.037889636712916605
100913,0.07908065802899364
100918,0.018981406135706036
100931,0.007730318060280108
100952,0.031256701280927765
100953,0.017998931687854148
100965,0.12639797410958653
100970,0.02289314142586513
100982,0.2042981372599371
100983,0.30702477748952706
100984,0.05753965974636153
100987,0.026625041787220492
100997,0.05333939223113593
100998,0.29119860554880816
101002,0.023986004920075105
101005,0.11300114689426297
101008,0.40313825811629334
101020,0.041341708126800006
101021,0.0723541624590291
101024,0.030960264196844785
101025,0.2433084014940061
101026,0.04135824893850515
101031,0.011906128414548904
101041,0.016451653584371534
101051,0.005265484428696421
101055,0.05508423977021119
101056,0.27840752198422375
101057,0.02443366407983908
101064,0.016342894840283693
101079,0.062220954745912466
101087,0.009111324556030434
101090,0.029540003870864032
101092,0.08191012106681789
101097,0.13895848775404987
101099,0.023748222214277456
101107,0.1284141423273974
101118,0.02688385815090985
101125,0.10560609837953899
101126,0.009772868750196947
101128,0.009388517348809114
101136,0.04511502691323904
101140,0.18044873087198102
101149,0.06740598433589567
101160,0.15297832350104962
101169,0.17711932606970593
101181,0.03586254634918802
101186,0.007935745365199046
101190,0.025271067540937907
101193,0.10842746631685132
101194,0.11122379720580361
101198,0.190808996191973
101200,0.015926024383608885
101204,0.01560213210118594
101211,0.07385779855878943
101213,0.03400822029028857
101223,0.024968748791686243
101225,0.12006290422029132
101237,0.03943716062618549
101243,0.06898211842970284
101244,0.08216234954443129
101258,0.020784170001540647
101259,0.1270703717887273
101268,0.13643294753974727
101269,0.022886758993093198
101271,0.027167053890431007
101279,0.021841466516142032
101281,0.1813010202422689
101287,0.0277148451250991
101292,0.027020567960563333
101294,0.030741528402592186
101296,0.11429100620688881
101297,0.014779036731051631
101299,0.022099435298072227
101301,0.027194666162983938
101305,0.07799851359028569
101308,0.2980219044740829
101318,0.007858750837814971
101327,0.31988160092869017
101329,0.00871925416398256
101332,0.05466558339964757
101337,0.025205707613426505
101343,0.021765590045253105
101345,0.021384552599439794
101346,0.012505667574686543
101353,0.016663222588910315
101354,0.1265806389309574
101355,0.18804628304360793
101356,0.0170055451255905
101362,0.05948521639998773
101363,0.49402959887622694
101365,0.024053661419550766
101366,0.04400702451612684
101367,0.26250730661027477
101368,0.006751600767325778
101374,0.13705462229971732
101380,0.013111121776874849
101383,0.03530031747252967
101398,0.01702685216136625
101399,0.21342062600985395
101401,0.21336095434329866
101412,0.074837398488228
101426,0.08200105972283353
101427,0.3255273096141632
101428,0.15832227176736155
101429,0.1707299023900434
101434,0.017254791562153107
101440,0.23713688281526088
101448,0.05661105095592074
101449,0.04551353156459712
101465,0.029680731715380944
101467,0.019321866567888278
101472,0.04891157074905339
101478,0.14036824820895505
101497,0.06777325392873518
101504,0.03012779329712792
101547,0.011423913617449204
101548,0.08804715354970963
101555,0.04730864425638463
101570,0.009953621729045802
101572,0.029076981107743986
101578,0.03685922925367342
101580,0.1198298768624586
101588,0.0956962060766517
101602,0.030667185736324425
101610,0.12360432441304683
101614,0.026745708415953452
101616,0.015115665695985929
101643,0.10165877289382888
101644,0.056907963297222836
101649,0.03227353438013612
101650,0.04926150009161811
101665,0.013656398480947584
101667,0.1389324828429075
101669,0.07698127551403901
101674,0.09175260812218651
101675,0.0070913255799155955
101678,0.1077907460076018
101682,0.012716025716783434
101686,0.02260647678808764
101697,0.2699900998461553
101700,0.37682559731819654
101711,0.01910152943302411
101714,0.03962799460496575
101715,0.2808105830962778
101728,0.02254254985993779
101732,0.053406206246910816
101757,0.11797971331728482
101758,0.02825138224418415
101759,0.058954239122809365
101762,0.017631566192266992
101764,0.05443843690050103
101780,0.2024843819603512
101784,0.011262974743481001
101789,0.016372492002306834
101816,0.05046835537025493
101819,0.05844235282123007
101827,0.006583994200877371
101863,0.05228110001963838
101867,0.031241759436866842
101870,0.010299923834884142
101873,0.18518388591139298
101878,0.05844530063542247
101879,0.09127105715830458
101880,0.017670056537806664
101887,0.03346563473274458
101897,0.017571151687084507
101901,0.06433699442068394
101903,0.20819953705888392
101920,0.03950756065922117
101921,0.015933627979412817
101922,0.08298562085145093
101961,0.09052319539020333
101962,0.009433412096408684
101971,0.036616951728058456
101976,0.3448596820198012
102002,0.12715084548446828
102005,0.0251327289604353
102007,0.3308788431402476
102017,0.018309882503318924
102019,0.2030158523750797
102029,0.01686696275593572
102051,0.12235370985486113
102052,0.007887610893281357
102054,0.015278715126395215
102062,0.05343354541882289
102067,0.1409643472294543
102068,0.13825286343169246
102070,0.05742200704462519
102090,0.08117434747337876
102092,0.03399938776046571
102099,0.07674978679729949
102100,0.030323202853390005
102112,0.12216781483249421
102113,0.01634431954383707
102122,0.2534604035091586
102123,0.03836242786824868
102125,0.022183863618768604
102126,0.24952865436775798
102146,0.01358815915300043
102147,0.07441657455838693
102151,0.04474198393595241
102158,0.192224024597132
102159,0.020844951860627393
102162,0.025820751061874283
102165,0.04453784806589602
102166,0.016873773385904504
102174,0.00833247985836273
102193,0.17419018795046648
102198,0.03164765308049073
102205,0.19027383294289504
102206,0.01024881970764984
102218,0.019372951190948073
102221,0.028404800808224114
102230,0.06699326258838591
102238,0.017166161254928928
102248,0.03342161334843158
102252,0.24139649404935548
102259,0.05977276979931035
102262,0.14737588795220125
102273,0.03478074881809647
102286,0.1605051232372729
102293,0.005397054947876047
102294,0.032451945131144515
102296,0.07329020102884873
102298,0.10989046516271123
102303,0.019680345515815073
102309,0.05393568286907651
102315,0.029154893030461135
102340,0.039858120547821785
102342,0.042651583361360004
102344,0.024071390017286406
102346,0.08479967773033292
102347,0.009428746206639978
102374,0.08322352670447702
102380,0.03362180057732697
102387,0.01211736269058273
102393,0.036935583352420504
102403,0.016103134544292783
102413,0.03612050463916704
102414,0.0050952895837881726
102415,0.04159627457070302
102416,0.09255017767160985
102439,0.028709874115299135
102441,0.03151091907202544
102443,0.018754296179344418
102444,0.1729078492472183
102445,0.09966508346096978
102448,0.023478573667304964
102449,0.06072430014580633
102450,0.24645197006988362
102456,0.012999675184718224
102458,0.09699842687788393
102459,0.0568394852067344
102465,0.029389493878700535
102470,0.2738822513381243
102471,0.01295470170955704
102475,0.027570512075132676
102476,0.27926245542324385
102506,0.02658139933803506
102509,0.029500903455460442
102519,0.0179315751429995
102522,0.04035726117249002
102545,0.023878727206875505
102549,0.024314394669990268
102562,0.010253365392626258
102563,0.013383315429201455
102568,0.09596587801660421
102582,0.04302177953126651
102592,0.006704706062549727
102597,0.08465863602353188
102605,0.02041817946569121
102614,0.02188168261117169
102617,0.11083600165750729
102634,0.023969267803374505
102652,0.024238689689775918
102655,0.006003122237638112
102671,0.06671109353360394
102694,0.2254525237239636
102701,0.04139258570756994
102703,0.00884764361969611
102704,0.021202231928437593
102713,0.008631764019777789
102720,0.08771789279389398
102731,0.020062907110820802
102733,0.02803503677779598
102749,0.014280049236964212
102755,0.11365615310431226
102763,0.007038578732428133
102770,0.03888328939389512
102772,0.08042402676603395
102799,0.10463026114668551
102838,0.011574252947713717
102854,0.020518900903462558
102862,0.1971914226514349
102863,0.024267316738383105
102867,0.010395999128484852
102868,0.010127607727088065
102878,0.05379521507662412
102887,0.02550770195924134
102898,0.3727513326892198
102904,0.09088414954979879
102912,0.038055675574178445
102919,0.03282942488416128
102927,0.09782207044760594
102932,0.08108523332259167
102933,0.03829335829993887
102935,0.010758577667242138
102958,0.05872431895292106
102969,0.24648177933106502
102971,0.021708268110091702
102975,0.07592821918943997
102979,0.029687663167420886
102982,0.006892455593280858
102987,0.26835755099320857
102989,0.027516797343227265
102995,0.07029074638479296
102996,0.00884188833057777
103000,0.028177945627024085
103001,0.13219784488038577
103004,0.021225668551595574
103010,0.011573551145892784
103025,0.3882106155086439
103029,0.010559342000023295
103046,0.05022763078456282
103056,0.017768732288122136
103062,0.07713242257492879
103078,0.015824813984954552
103083,0.020201723303171076
103092,0.04162589877943722
103096,0.030457757906074263
103097,0.07225186373142095
103102,0.3216338669767056
103112,0.05078018905358468
103132,0.028799483725301958
103144,0.0597605049510287
103145,0.1217041733032539
103146,0.0066067794006621425
103147,0.08858868354661528
103158,0.025085753041331663
103171,0.09268812107727288
103173,0.032047064403035654
103184,0.019591409712374025
103195,0.10334689034626227
103196,0.0832966902780357
103206,0.019523072436784455
103230,0.12575887911988287
103231,0.1404694569447201
103232,0.016432505629637138
103239,0.064218389401554
103240,0.12529418576231116
103243,0.012296973237478045
103252,0.09193326881093336
103258,0.03409943414546124
103259,0.1097858156409917
103279,0.011588194304314722
103280,0.006497775319976428
103286,0.045798151847053784
103287,0.3790056583906481
103290,0.00908567170782726
103298,0.021998591011769045
103315,0.005460500904107615
